city,month,temperature_celsius,humidity_percent,device_type,star_rating,usage_hours,energy_consumption_kwh
Mumbai,3,25.7,54.9,Room Heater,4,4.2,8.3808
Mumbai,10,28.8,78.8,Water Heater (Geyser),4,1.0,2.3599
Mumbai,2,24.5,62.2,Iron,1,0.6,0.7258
Mumbai,8,24.9,91.9,Refrigerator,5,18.5,2.5955
Mumbai,11,29.0,66.5,Washing Machine,1,1.9,1.3773
Satara,2,18.8,38.3,LED TV,1,4.4,0.4317
Satara,7,23.4,77.3,Washing Machine,4,0.9,0.4501
Satara,12,16.5,38.0,Water Heater (Geyser),5,10.7,18.2673
Mumbai,4,30.8,70.0,LED TV,2,7.6,0.7644
Mumbai,3,29.0,68.8,Air Conditioner,3,2.5,6.154
Mumbai,9,18.3,39.2,Desktop Computer,4,20.8,4.781
Satara,10,15.8,64.4,Water Heater (Geyser),3,10.2,22.0515
Mumbai,3,32.0,63.4,Washing Machine,5,1.1,0.4563
Satara,9,26.9,86.7,Iron,5,0.4,0.3958
Mumbai,2,36.3,26.2,LED TV,1,10.3,1.0813
Mumbai,2,36.7,59.5,Ceiling Fan,3,8.9,0.985
Satara,6,32.1,81.4,LED TV,1,3.0,0.3407
Mumbai,7,30.8,88.6,Microwave Oven,5,0.4,0.4825
Mumbai,5,35.3,65.5,LED TV,5,8.0,0.5895
Satara,12,22.0,94.4,Ceiling Fan,4,9.0,0.6956
Satara,8,13.7,30.9,Air Conditioner,2,8.9,16.1314
Satara,10,28.8,56.9,Air Conditioner,1,2.0,6.042
Satara,9,26.8,75.8,Desktop Computer,3,2.4,0.6824
Satara,7,23.9,82.0,LED TV,2,7.8,0.7684
Satara,6,31.8,86.0,Room Heater,4,5.7,12.5104
Mumbai,6,31.1,91.0,LED TV,4,4.6,0.3812
Mumbai,9,28.9,95.7,Washing Machine,5,0.8,0.3508
Satara,2,18.6,36.6,Air Conditioner,2,10.6,22.1749
Satara,12,18.2,52.0,Air Conditioner,4,10.9,18.1029
Mumbai,4,30.7,62.0,Washing Machine,5,1.8,0.748
Mumbai,11,31.3,74.9,Air Conditioner,4,8.8,20.1456
Mumbai,7,29.7,93.0,Refrigerator,2,21.3,5.1669
Mumbai,5,33.5,74.7,Iron,1,1.4,1.7645
Satara,10,24.7,53.9,Desktop Computer,2,5.4,1.6866
Mumbai,10,46.2,86.8,LED TV,4,1.3,0.1159
Mumbai,1,22.3,70.1,Refrigerator,3,23.9,4.4537
Mumbai,10,29.7,67.6,Washing Machine,2,1.1,0.7358
Satara,9,44.9,77.0,Washing Machine,3,14.5,9.2167
Satara,6,26.2,64.0,Desktop Computer,3,4.7,1.336
Satara,6,42.9,81.1,Air Conditioner,3,12.8,41.6688
Satara,1,26.1,46.2,Room Heater,2,5.8,13.4197
Satara,4,30.4,42.9,Refrigerator,4,21.2,3.5653
Mumbai,5,47.1,54.1,Water Heater (Geyser),2,1.9,6.2969
Mumbai,4,32.0,69.3,Water Heater (Geyser),3,1.6,4.2077
Mumbai,6,28.7,21.8,Water Heater (Geyser),4,6.7,14.341
Mumbai,1,27.0,57.6,Refrigerator,5,6.2,0.8538
Mumbai,11,28.7,72.8,Room Heater,4,3.1,6.5275
Satara,5,33.7,57.0,LED TV,2,5.9,0.5819
Mumbai,9,28.1,83.9,Washing Machine,1,1.9,1.4497
Mumbai,2,28.6,56.0,Washing Machine,2,1.0,0.6444
Mumbai,3,27.6,46.2,Refrigerator,3,21.4,4.1306
Satara,2,23.2,47.5,Water Heater (Geyser),5,22.7,43.3248
Satara,7,28.3,84.9,Room Heater,1,4.0,10.6584
Satara,6,26.1,75.6,LED TV,4,7.0,0.5722
Mumbai,5,34.9,75.2,Air Conditioner,2,6.5,20.4462
Mumbai,4,32.7,61.9,Microwave Oven,4,0.7,0.8885
Mumbai,8,30.2,90.7,Air Conditioner,5,2.2,4.3823
Mumbai,11,29.0,66.7,Iron,3,1.1,1.2054
Satara,5,32.9,54.1,Desktop Computer,2,4.8,1.5653
Mumbai,7,28.5,93.3,Desktop Computer,3,7.2,2.1824
Mumbai,3,28.4,61.1,Iron,4,1.2,1.2367
Satara,3,33.3,73.9,Microwave Oven,2,4.8,7.2296
Satara,8,30.7,26.2,Microwave Oven,3,19.6,25.5081
Satara,6,12.1,83.7,Iron,1,16.4,19.6821
Mumbai,12,27.9,61.0,Washing Machine,5,1.7,0.6919
Satara,3,27.0,39.4,Iron,3,0.5,0.5291
Satara,5,31.3,51.6,LED TV,2,4.2,0.42
Satara,3,12.5,59.3,LED TV,1,19.8,1.9553
Mumbai,3,26.3,61.4,Desktop Computer,4,7.6,1.9154
Mumbai,3,29.4,62.9,Washing Machine,4,0.7,0.351
Mumbai,1,26.3,55.8,LED TV,4,2.8,0.2199
Satara,8,25.7,80.4,Air Conditioner,5,6.0,10.6475
Mumbai,5,32.7,66.7,Iron,2,0.8,0.9401
Satara,6,30.2,68.5,Iron,1,1.4,1.7589
Satara,11,39.6,82.1,Washing Machine,4,10.6,5.6617
Mumbai,11,12.9,60.1,Refrigerator,3,1.8,0.284
Mumbai,3,27.8,64.3,Water Heater (Geyser),5,2.0,4.0171
Satara,11,34.0,36.3,Air Conditioner,2,16.2,46.6624
Satara,8,36.2,75.2,Ceiling Fan,2,6.0,0.8075
Satara,6,27.7,83.0,Room Heater,5,4.5,8.635
Mumbai,1,25.7,58.7,Desktop Computer,5,6.8,1.4432
Satara,11,21.6,46.4,LED TV,3,5.8,0.4872
Mumbai,9,29.3,83.9,Room Heater,4,2.6,5.5313
Mumbai,7,37.5,63.6,Air Conditioner,3,12.3,35.4898
Satara,6,29.1,76.3,Water Heater (Geyser),4,2.9,6.9042
Satara,2,24.7,78.2,Iron,2,16.1,18.7176
Mumbai,1,33.9,19.3,Microwave Oven,4,18.1,21.3412
Satara,4,28.6,50.7,Washing Machine,4,1.8,0.8605
Mumbai,3,27.1,76.1,LED TV,1,3.5,0.3801
Mumbai,12,29.5,62.1,Washing Machine,4,0.7,0.3458
Mumbai,11,27.5,73.3,Ceiling Fan,2,15.6,1.8263
Mumbai,9,24.7,19.2,Ceiling Fan,1,11.7,1.4104
Mumbai,4,14.4,20.7,Washing Machine,3,18.4,8.8329
Satara,8,25.4,83.6,Refrigerator,5,21.2,2.9724
Satara,6,27.5,83.4,Air Conditioner,3,4.3,10.4349
Mumbai,5,32.6,80.0,Desktop Computer,3,4.0,1.2154
Mumbai,3,31.8,54.1,Water Heater (Geyser),1,2.9,9.1809
Mumbai,9,16.9,63.8,Microwave Oven,1,19.7,29.589
Satara,10,32.9,50.3,LED TV,2,5.6,0.5555
Mumbai,6,32.4,85.9,Air Conditioner,1,8.6,29.1609
Satara,3,31.2,82.4,Water Heater (Geyser),3,0.9,2.431
Satara,2,39.4,61.5,Washing Machine,3,11.5,6.9933
Satara,1,25.0,64.4,Ceiling Fan,5,5.4,0.3279
Mumbai,12,45.4,35.2,LED TV,1,11.0,1.2254
Mumbai,8,30.0,82.9,Air Conditioner,3,5.5,14.4473
Satara,3,31.4,28.3,Refrigerator,3,4.6,0.9123
Mumbai,10,44.2,85.5,Microwave Oven,3,18.1,27.6902
Mumbai,5,32.2,80.0,LED TV,5,3.7,0.2765
Satara,5,36.5,31.3,Ceiling Fan,4,16.0,1.4108
Satara,11,34.3,31.8,Desktop Computer,1,20.7,7.2808
Satara,10,23.1,55.9,Microwave Oven,4,1.8,2.1625
Mumbai,8,29.5,88.0,Ceiling Fan,4,8.4,0.7352
Satara,7,24.8,95.1,Ceiling Fan,3,15.6,1.5593
Satara,9,27.9,62.8,Washing Machine,2,0.7,0.4534
Mumbai,11,28.7,75.8,Room Heater,3,4.4,10.0602
Satara,2,19.7,42.3,Water Heater (Geyser),5,1.1,1.9792
Mumbai,2,45.2,92.6,Air Conditioner,4,13.9,41.2994
Satara,10,33.4,87.1,Room Heater,1,3.5,9.8055
Mumbai,9,30.3,84.8,Iron,2,0.7,0.8503
Satara,12,25.5,48.5,Washing Machine,4,2.0,0.9417
Satara,5,19.8,19.5,Water Heater (Geyser),5,6.3,10.8432
Satara,5,29.9,44.9,Air Conditioner,3,7.7,19.1193
Satara,4,34.6,47.7,Iron,3,0.8,0.8897
Satara,5,29.5,59.3,Microwave Oven,2,1.5,2.1685
Satara,12,21.9,53.4,Desktop Computer,3,9.2,2.5199
Mumbai,11,23.3,75.1,Microwave Oven,3,13.7,18.4195
Satara,10,29.5,66.4,Microwave Oven,5,1.4,1.6056
Satara,7,25.1,87.2,Microwave Oven,5,0.8,0.9193
Mumbai,7,31.2,88.8,Air Conditioner,2,10.3,30.2625
Mumbai,1,22.6,59.6,Ceiling Fan,5,13.8,0.7904
Mumbai,7,30.5,84.0,Ceiling Fan,1,4.9,0.7074
Mumbai,10,23.0,24.4,Washing Machine,1,10.5,7.0007
Satara,5,33.7,38.2,Air Conditioner,2,7.4,20.9201
Satara,2,24.7,36.6,Microwave Oven,4,0.5,0.6027
Mumbai,5,30.3,66.7,Iron,5,1.0,0.9867
Satara,8,23.0,94.9,Water Heater (Geyser),5,15.2,30.5648
Satara,11,22.7,53.9,Iron,2,0.4,0.4534
Satara,11,22.5,72.0,Ceiling Fan,5,7.1,0.4203
Satara,11,21.1,45.1,LED TV,1,7.1,0.7047
Mumbai,11,15.1,24.0,Water Heater (Geyser),1,20.6,50.901
Satara,12,19.5,48.7,Air Conditioner,3,9.0,17.6131
Satara,1,22.8,48.8,Ceiling Fan,2,9.3,0.9564
Mumbai,12,28.3,55.4,Washing Machine,5,1.6,0.6458
Mumbai,2,32.0,37.6,Water Heater (Geyser),4,7.1,16.2188
Mumbai,6,30.4,77.9,Washing Machine,3,1.4,0.8319
Mumbai,6,44.1,61.8,Room Heater,3,22.5,58.4376
Mumbai,11,31.9,61.6,Microwave Oven,4,1.1,1.412
Mumbai,10,32.4,77.1,Refrigerator,2,23.4,5.751
Mumbai,5,30.3,76.1,Air Conditioner,4,11.1,24.9804
Satara,1,15.3,57.2,Microwave Oven,3,4.6,5.7356
Satara,4,29.7,46.5,Desktop Computer,3,5.3,1.4864
Satara,9,25.6,91.2,Water Heater (Geyser),1,2.4,7.5168
Satara,5,27.2,81.8,Refrigerator,2,20.0,4.6526
Satara,1,22.5,43.8,Microwave Oven,5,0.5,0.5336
Mumbai,1,25.1,65.2,Desktop Computer,4,7.7,1.9268
Satara,3,27.1,49.9,Desktop Computer,2,4.0,1.2355
Mumbai,4,30.3,72.5,Water Heater (Geyser),4,2.7,6.4459
Satara,10,27.4,71.4,Ceiling Fan,5,7.9,0.4997
Satara,12,20.4,46.3,Ceiling Fan,2,14.5,1.4396
Satara,1,16.3,41.8,Iron,4,13.5,12.8258
Mumbai,1,27.1,68.0,Room Heater,5,3.2,5.9308
Satara,8,24.7,85.8,LED TV,3,3.9,0.3527
Satara,2,23.1,53.1,LED TV,5,7.8,0.5296
Mumbai,1,25.8,63.1,Air Conditioner,5,5.4,9.4452
Satara,1,16.9,44.1,Washing Machine,5,1.0,0.3766
Mumbai,2,27.6,54.1,Iron,4,0.7,0.7135
Mumbai,5,35.4,65.5,Room Heater,2,6.0,15.5098
Satara,11,44.0,45.6,Room Heater,1,1.4,4.07
Satara,5,33.5,44.9,Washing Machine,1,0.8,0.5865
Satara,5,36.9,52.1,Air Conditioner,3,7.9,21.9762
Satara,8,39.5,88.5,Washing Machine,2,21.6,15.6927
Mumbai,7,28.8,91.4,Desktop Computer,1,7.7,2.8868
Mumbai,8,27.4,88.4,LED TV,5,5.3,0.3885
Mumbai,11,28.6,63.3,Ceiling Fan,3,7.8,0.7883
Satara,2,12.6,40.7,Air Conditioner,1,11.3,22.1633
Mumbai,9,29.6,76.9,Water Heater (Geyser),2,0.9,2.6237
Mumbai,2,26.5,64.5,Desktop Computer,2,2.7,0.8516
Satara,6,29.3,64.8,Refrigerator,2,9.4,2.175
Satara,8,25.2,89.7,Desktop Computer,1,3.1,1.1152
Satara,2,30.6,34.5,Desktop Computer,3,5.9,1.646
Satara,5,28.1,42.2,Water Heater (Geyser),1,2.3,6.8695
Mumbai,4,28.8,68.6,Ceiling Fan,2,15.2,1.816
Satara,4,28.9,42.8,Air Conditioner,4,4.6,9.663
Satara,12,21.8,45.2,LED TV,3,7.7,0.6419
Satara,11,43.4,20.6,Washing Machine,4,18.1,9.2253
Satara,4,32.9,54.5,Ceiling Fan,2,6.5,0.8088
Mumbai,4,37.2,57.2,Room Heater,4,21.7,47.7638
Satara,11,10.0,86.1,Desktop Computer,3,6.1,1.6054
Satara,3,25.3,36.1,Microwave Oven,2,1.4,1.9402
Satara,6,31.6,89.9,LED TV,3,20.2,1.9194
Satara,12,23.4,51.2,Room Heater,3,2.9,6.1122
Satara,10,28.3,69.7,Ceiling Fan,4,12.2,1.0072
Mumbai,2,25.0,56.6,Water Heater (Geyser),4,1.3,2.7999
Satara,5,33.5,48.5,Washing Machine,5,1.2,0.4958
Mumbai,3,30.4,59.0,LED TV,1,7.4,0.7903
Mumbai,4,39.9,35.0,Air Conditioner,4,10.3,26.0732
Mumbai,9,27.8,81.3,Ceiling Fan,2,7.2,0.8694
Mumbai,9,29.6,83.4,LED TV,3,6.1,0.571
Mumbai,8,28.9,84.5,Room Heater,3,4.1,9.5173
Satara,4,20.6,67.5,Desktop Computer,1,7.2,2.4746
Satara,12,19.1,48.5,Room Heater,5,3.2,5.2617
Mumbai,11,29.7,64.5,Washing Machine,1,1.1,0.814
Mumbai,5,29.5,74.0,Desktop Computer,1,6.0,2.1785
Satara,6,26.7,81.8,Microwave Oven,4,0.5,0.6333
Satara,5,32.2,56.2,Ceiling Fan,2,14.3,1.7632
Mumbai,10,31.9,74.2,Ceiling Fan,4,8.8,0.7741
Mumbai,10,29.8,74.4,Room Heater,4,4.8,10.0854
Mumbai,5,32.6,88.1,LED TV,1,6.3,0.7175
Satara,6,29.0,77.0,Ceiling Fan,2,15.9,1.9421
Satara,1,23.5,42.8,Washing Machine,3,1.9,1.0163
Satara,3,27.8,33.6,LED TV,1,3.8,0.3841
Satara,5,43.9,81.6,Refrigerator,2,15.1,4.2926
Mumbai,9,41.1,47.9,Refrigerator,4,8.7,1.6862
Satara,10,34.5,85.6,Air Conditioner,4,15.9,39.627
Mumbai,6,31.8,76.2,Desktop Computer,5,6.2,1.4124
Mumbai,10,42.0,36.4,Washing Machine,2,9.7,6.6263
Satara,5,25.3,39.7,Desktop Computer,2,23.1,7.0217
Mumbai,7,29.6,81.7,Ceiling Fan,4,13.6,1.1634
Satara,10,27.6,64.5,Desktop Computer,2,6.5,2.0799
Satara,6,29.7,74.8,Washing Machine,2,1.2,0.8047
Satara,10,29.2,61.2,Washing Machine,1,0.6,0.4441
Satara,6,29.8,81.9,Microwave Oven,3,1.0,1.3981
Mumbai,10,18.5,87.1,Washing Machine,5,16.9,6.8305
Mumbai,6,32.4,81.6,Iron,4,1.3,1.407
Mumbai,12,30.5,77.8,Ceiling Fan,3,2.1,0.2191
Mumbai,4,34.7,69.0,Washing Machine,4,1.7,0.8769
Satara,8,25.4,81.1,Ceiling Fan,2,4.5,0.5213
Satara,11,27.6,54.1,Iron,3,0.8,0.8559
Satara,7,45.7,87.6,Microwave Oven,1,16.6,29.7782
Mumbai,7,27.4,86.9,Washing Machine,2,0.6,0.4023
Mumbai,4,29.5,76.9,Microwave Oven,3,1.1,1.5199
Satara,11,27.5,57.7,Water Heater (Geyser),5,1.9,3.8465
Mumbai,5,30.7,82.0,Washing Machine,2,1.7,1.1565
Satara,9,12.9,56.7,Ceiling Fan,1,11.5,1.1735
Mumbai,11,43.1,37.8,Room Heater,2,12.3,32.2852
Mumbai,11,28.0,60.0,Refrigerator,3,22.3,4.4649
Mumbai,9,44.2,21.5,Air Conditioner,5,23.2,52.7268
Satara,3,30.2,64.1,Refrigerator,1,21.5,5.7512
Satara,7,25.4,88.9,Air Conditioner,1,4.8,14.2369
Mumbai,7,28.8,89.5,Iron,5,21.6,21.8156
Satara,12,19.3,50.3,Room Heater,1,5.2,12.161
Mumbai,5,34.7,21.7,Ceiling Fan,1,4.8,0.6685
Mumbai,11,29.4,58.5,LED TV,1,2.9,0.3072
Satara,7,36.9,45.1,Refrigerator,5,15.4,2.3098
Satara,6,26.9,76.2,Microwave Oven,4,1.3,1.6436
Satara,9,30.5,84.1,Water Heater (Geyser),4,13.1,31.1533
Mumbai,2,25.5,61.1,Refrigerator,2,22.2,4.907
Satara,8,21.4,23.3,Microwave Oven,1,5.0,7.1714
Mumbai,11,30.9,60.7,Room Heater,3,1.6,3.6542
Mumbai,5,20.7,19.3,Microwave Oven,2,16.7,21.8591
Satara,7,45.5,56.8,Washing Machine,5,17.9,8.0841
Satara,9,39.1,29.5,Desktop Computer,2,18.0,5.8292
Satara,12,26.5,70.6,Room Heater,1,9.8,25.0713
Mumbai,1,26.6,53.8,Desktop Computer,5,6.6,1.3961
Mumbai,5,31.3,62.3,Air Conditioner,2,23.3,66.0034
Satara,9,24.7,85.4,Ceiling Fan,1,12.5,1.6527
Satara,5,11.9,55.3,Iron,1,11.2,12.6369
Mumbai,10,32.2,81.8,LED TV,5,7.8,0.5848
Mumbai,9,28.4,82.1,Washing Machine,1,1.5,1.1323
Mumbai,9,30.9,86.0,Refrigerator,3,22.1,4.7603
Satara,9,27.1,86.2,Refrigerator,5,23.7,3.4339
Mumbai,10,29.1,85.4,LED TV,2,7.7,0.7904
Satara,4,30.2,42.0,Refrigerator,4,20.5,3.4411
Mumbai,3,29.3,71.6,Washing Machine,3,0.7,0.4016
Mumbai,12,11.8,18.6,LED TV,4,5.6,0.3893
Mumbai,6,34.1,80.2,Refrigerator,5,23.2,3.5847
Mumbai,6,16.0,33.9,Water Heater (Geyser),1,9.1,23.2601
Satara,7,27.2,70.1,Refrigerator,2,23.5,5.421
Mumbai,9,29.8,85.6,Desktop Computer,2,9.5,3.2189
Mumbai,6,43.5,88.2,LED TV,5,7.0,0.5562
Mumbai,1,25.0,66.3,Air Conditioner,4,2.2,4.4159
Mumbai,9,26.4,91.7,Room Heater,5,21.4,41.0818
Mumbai,8,29.8,86.8,Washing Machine,3,1.0,0.601
Mumbai,5,32.3,76.9,Washing Machine,5,1.9,0.83
Satara,6,31.2,67.0,Iron,5,0.7,0.6819
Mumbai,12,28.7,56.3,Ceiling Fan,2,14.9,1.7644
Mumbai,12,26.1,56.7,Refrigerator,1,21.9,5.4534
Mumbai,6,28.8,75.3,Desktop Computer,3,7.7,2.2784
Satara,9,25.2,76.7,Ceiling Fan,3,10.8,1.0445
Satara,1,20.2,43.7,Desktop Computer,3,9.8,2.5622
Mumbai,12,24.3,59.7,Refrigerator,2,22.0,4.7606
Satara,1,24.3,49.3,Washing Machine,3,1.4,0.7688
Satara,4,29.2,36.9,Ceiling Fan,5,10.5,0.654
Mumbai,9,33.9,18.4,Microwave Oven,2,9.6,13.4503
Mumbai,8,28.9,87.5,LED TV,2,2.3,0.2317
Mumbai,11,16.6,35.7,Water Heater (Geyser),3,4.6,9.6655
Mumbai,10,35.8,61.1,Microwave Oven,2,18.3,27.8846
Mumbai,3,31.7,63.6,Microwave Oven,2,0.8,1.1778
Satara,10,20.5,82.8,Refrigerator,1,8.0,1.9231
Satara,2,24.7,53.4,Microwave Oven,4,5.9,7.1041
Mumbai,1,28.6,60.3,Iron,4,1.1,1.1269
Satara,11,22.6,49.0,Water Heater (Geyser),3,2.6,6.088
Satara,10,24.9,55.9,Ceiling Fan,1,6.1,0.7769
Satara,12,19.7,46.2,Desktop Computer,4,9.9,2.301
Mumbai,10,31.4,74.2,Air Conditioner,3,8.2,21.3889
Mumbai,11,18.9,41.1,Washing Machine,3,7.1,3.7419
Satara,8,37.1,63.8,Room Heater,5,8.9,18.0919
Mumbai,2,21.3,64.8,Ceiling Fan,4,12.1,0.8862
Mumbai,10,30.0,80.1,Ceiling Fan,4,14.5,1.2517
Satara,5,27.7,31.6,Ceiling Fan,1,9.4,1.2014
Mumbai,7,39.2,92.2,Room Heater,3,8.5,22.1266
Mumbai,9,19.2,81.6,Ceiling Fan,1,20.8,2.4594
Mumbai,7,27.9,56.3,Microwave Oven,1,20.6,31.7097
Mumbai,6,42.0,91.4,Desktop Computer,5,17.3,4.2622
Mumbai,8,30.0,89.7,Desktop Computer,2,7.1,2.4335
Satara,10,38.5,58.8,Washing Machine,2,20.5,14.3222
Satara,12,20.8,61.7,Iron,2,1.4,1.5829
Mumbai,8,30.7,92.9,Air Conditioner,1,16.8,56.1311
Satara,2,23.0,39.0,Ceiling Fan,1,13.7,1.6463
Satara,3,25.6,34.5,Water Heater (Geyser),1,0.6,1.716
Mumbai,1,28.7,65.5,LED TV,2,6.8,0.6682
Mumbai,4,31.1,66.7,Desktop Computer,2,8.5,2.8261
Satara,6,27.7,74.0,Water Heater (Geyser),1,2.4,7.317
Satara,2,23.9,42.4,Washing Machine,3,0.8,0.4285
Satara,6,24.3,86.1,Washing Machine,5,1.1,0.46
Satara,6,11.5,49.4,Microwave Oven,3,20.0,24.3125
Satara,12,22.9,32.1,Microwave Oven,4,1.2,1.3894
Mumbai,6,31.3,85.7,Desktop Computer,1,9.2,3.4609
Mumbai,11,28.4,72.3,Refrigerator,2,20.8,4.8863
Mumbai,2,11.9,45.9,Room Heater,1,8.8,18.8319
Mumbai,5,31.9,75.9,Ceiling Fan,4,13.4,1.178
Satara,8,23.2,81.4,Ceiling Fan,3,8.2,0.7785
Mumbai,12,27.3,60.4,LED TV,3,5.5,0.4827
Mumbai,2,26.9,66.2,Washing Machine,5,1.2,0.4948
Satara,9,25.3,82.8,Iron,2,0.9,1.0601
Mumbai,11,30.4,60.0,Room Heater,3,4.7,10.5045
Satara,11,38.1,28.1,Washing Machine,3,13.0,7.3603
Satara,12,30.2,73.6,Iron,5,8.3,8.2062
Satara,5,31.2,44.3,Water Heater (Geyser),5,2.2,4.5266
Satara,11,22.2,55.8,Washing Machine,2,1.9,1.1671
Satara,5,12.5,34.8,Air Conditioner,5,5.1,6.0915
Satara,7,24.9,87.9,Room Heater,4,2.3,4.8191
Mumbai,11,30.8,62.0,Iron,4,1.0,1.0377
Mumbai,6,43.1,43.6,Room Heater,5,15.2,31.7629
Satara,7,23.9,78.3,Microwave Oven,1,0.5,0.8015
Mumbai,5,11.7,87.2,Iron,3,13.2,14.2042
Mumbai,2,22.7,40.1,Washing Machine,2,15.4,9.4511
Satara,7,23.4,83.4,Air Conditioner,5,10.9,18.5531
Satara,12,45.4,55.3,Water Heater (Geyser),5,1.1,2.5777
Satara,1,44.9,44.4,Water Heater (Geyser),4,23.2,59.9952
Satara,6,31.8,68.6,Ceiling Fan,3,11.1,1.1847
Satara,1,21.1,62.6,Air Conditioner,4,19.5,35.7251
Mumbai,10,31.2,78.3,Washing Machine,3,0.7,0.4211
Mumbai,5,32.8,73.9,Refrigerator,4,20.3,3.6893
Mumbai,7,36.2,15.9,Ceiling Fan,5,7.7,0.5171
Satara,6,27.6,76.3,Washing Machine,4,0.8,0.4003
Mumbai,10,31.7,77.6,Water Heater (Geyser),2,2.6,7.6371
Satara,4,40.3,54.2,Desktop Computer,4,1.3,0.3429
Mumbai,4,31.8,57.4,Room Heater,4,3.5,7.2514
Satara,3,24.7,36.9,Air Conditioner,4,11.9,22.4514
Satara,1,19.8,51.4,LED TV,4,2.1,0.1577
Satara,7,40.5,19.4,Iron,5,8.3,7.799
Satara,6,30.7,77.6,Washing Machine,5,1.7,0.732
Satara,3,28.7,38.6,Iron,5,0.9,0.8357
Mumbai,11,33.4,33.4,Washing Machine,2,11.8,7.5463
Mumbai,8,46.0,42.4,Air Conditioner,3,7.6,24.3383
Satara,5,33.2,64.5,Room Heater,2,3.4,8.6558
Mumbai,5,32.8,77.1,Iron,4,1.1,1.193
Satara,10,25.7,63.0,Air Conditioner,5,10.6,18.5843
Mumbai,7,30.0,85.4,Water Heater (Geyser),3,0.7,1.8745
Satara,12,22.2,62.1,Microwave Oven,1,0.9,1.376
Mumbai,7,30.0,95.6,Ceiling Fan,4,12.2,1.0917
Mumbai,4,32.4,88.9,Microwave Oven,4,18.1,24.2921
Mumbai,1,26.8,66.7,Air Conditioner,3,5.7,13.3263
Mumbai,12,24.6,55.6,Ceiling Fan,2,16.0,1.7519
Satara,8,27.0,77.5,LED TV,2,2.8,0.2778
Mumbai,3,25.6,67.7,Room Heater,1,2.8,7.2231
Mumbai,12,25.7,60.0,Water Heater (Geyser),4,1.2,2.6239
Mumbai,2,24.9,63.5,Water Heater (Geyser),4,1.1,2.3554
Mumbai,7,35.9,93.7,Ceiling Fan,5,21.8,1.6411
Mumbai,10,31.0,68.2,LED TV,3,6.3,0.5734
Satara,11,19.6,56.7,LED TV,1,5.0,0.5098
Satara,2,22.6,22.7,Room Heater,3,1.6,3.1977
Mumbai,6,26.7,86.2,Air Conditioner,2,5.4,14.8597
Satara,10,30.9,59.3,Iron,5,0.9,0.8646
Satara,5,33.8,47.5,Microwave Oven,5,0.9,1.0339
Satara,9,27.3,74.4,Microwave Oven,4,0.9,1.1408
Satara,6,31.4,27.8,Water Heater (Geyser),5,17.4,34.9191
Satara,4,26.6,20.2,LED TV,2,19.5,1.766
Mumbai,10,31.9,70.5,Microwave Oven,4,1.1,1.4274
Satara,8,47.6,76.5,Water Heater (Geyser),5,7.2,18.0527
Mumbai,4,11.8,49.6,Iron,1,19.9,22.2862
Mumbai,7,28.4,95.7,Room Heater,1,2.0,5.3985
Satara,11,22.6,48.7,Iron,1,0.9,1.0743
Mumbai,11,33.8,53.4,LED TV,2,7.5,0.7404
Satara,2,23.8,38.9,Room Heater,3,2.9,5.9087
Satara,10,26.9,65.1,Air Conditioner,2,4.0,10.3986
Satara,8,23.5,82.3,Iron,1,1.2,1.4789
Mumbai,3,23.7,61.1,Microwave Oven,5,1.0,1.0913
Satara,9,25.9,82.3,Microwave Oven,2,0.5,0.7564
Satara,4,45.1,83.2,Air Conditioner,3,8.0,26.5628
Satara,4,30.9,35.2,Desktop Computer,5,7.4,1.5772
Satara,12,20.4,39.6,Desktop Computer,3,7.7,2.0247
Satara,7,25.7,89.6,Iron,2,0.7,0.8352
Satara,7,26.9,79.0,Room Heater,5,1.5,2.8232
Satara,2,23.5,29.0,Air Conditioner,2,6.7,15.3634
Mumbai,10,28.0,74.6,LED TV,4,3.3,0.268
Satara,9,26.1,84.1,Ceiling Fan,5,5.7,0.3582
Mumbai,12,30.6,61.2,Ceiling Fan,3,11.9,1.2382
Mumbai,3,47.3,64.1,Washing Machine,3,19.1,12.0446
Mumbai,8,30.2,86.0,Desktop Computer,3,7.1,2.1357
Mumbai,7,11.8,77.8,Water Heater (Geyser),5,9.5,16.1798
Satara,5,30.0,48.8,Room Heater,2,1.8,4.3006
Mumbai,12,24.5,53.7,Air Conditioner,3,10.8,23.9661
Satara,6,27.3,74.9,Ceiling Fan,2,7.9,0.9383
Mumbai,12,25.5,53.8,Air Conditioner,1,3.1,8.7449
Mumbai,10,32.7,63.4,Ceiling Fan,1,7.6,1.0908
Satara,4,41.4,62.0,Washing Machine,5,14.3,6.372
Satara,8,46.2,66.6,Refrigerator,3,20.6,5.0159
Mumbai,3,12.7,85.3,Room Heater,2,7.6,15.886
Mumbai,10,15.7,55.2,Air Conditioner,3,17.6,31.1721
Mumbai,7,28.4,90.5,Iron,5,1.1,1.1065
Satara,3,26.1,47.1,Iron,4,10.4,10.2088
Satara,3,26.2,39.9,Refrigerator,1,21.1,5.058
Mumbai,9,41.1,33.0,Microwave Oven,5,14.6,16.8839
Satara,3,24.2,31.3,Air Conditioner,3,2.2,4.6317
Mumbai,7,31.9,86.1,Desktop Computer,3,4.0,1.2082
Mumbai,4,30.5,69.8,Room Heater,3,2.3,5.4266
Satara,2,27.0,44.5,Desktop Computer,2,10.0,3.1121
Mumbai,3,28.1,76.4,Room Heater,2,3.5,8.6888
